姓名,点赞数,评论内容
哑人阿,49,恶意刷星的背后并不是学生多么讨厌学习，而是没有话语权才产生的行为。小孩子能有什么发言权呢，在课堂上多说一句就会被老师课下谈话，家长得知后也会一顿打骂。他们知道直接正面刚是行不通的，只能采取恶意一星的态度去发泄不满。看到评论里面有个老哥说的很对，如果学校和家长多和学生沟通交流，学生们就没那么大的怨念。小孩想不到的东西，大人也忽略，最后只有中间承载者承担。我是一个老师，我凭良心打分4.5是妥妥的，因为有的时候还是会有bug。但是我实际上是没有参与评分，因为带给我主观的感受是很头疼的，因为太方便了，方便到原本一周一次的教研会和周例会，变成了每天都开会，一开就是大半天；休息时间也从单休变成了没有休假。于是一个好端端的办公软件被管理层变成了监管APP。不评分对我来说已经是最后的善良了??	
红果鸟,48,待我长发及腰时，便是给你五星之日（我男的）[妙啊][doge]	
路过的李姓男子,54,音乐还蛮好听的[喜极而泣]	
日渐浓密的头发,54,[热词系列_奥力给]高三党，学校没开网课，一个赞学习一小时	
骄傲起来有点傲娇,68,一星好评他不香吗，为什么你一定要五星差评	
随焰QAQ,61,hhhh这一堆评论xswl，钉钉借助这一波网课涨波流量，然后股票也跟着涨，然后各个软件上哭一下卖个惨还一堆“理中客”来帮忙谴责那些刷一星的，这波营销做的是真的好嗷	
kana欢迎回来,49,不要被它骗了，你明天还是得用钉钉上课	
不会魔法的巫师w,54,可怜钉钉，摸摸头，还好我不是用钉钉上课所以我不会喷，希望能做得更精致人性让大家更喜欢吧[热词系列_打卡][热词系列_知识增加][热词系列_三连]	
张dia大哥,42,你把观看直播时长和是否观看去掉，爷就给你五星好评[妙啊][妙啊]	
换你一生,41,哈哈哈哈哈实惨，我赌这么晚来评论没人看见[调皮]那就一个赞学一小时	
GB二三一二,38,讲道理，一百万个一星比一万个五星要好很多。因为前者有巨大的提升空间，而后者却一点提升的空间都没有。	
改昵称真的需要硬币,54,我觉得这么低的评分对钉钉也造成不了多坏的影响，毕竟作为阿里旗下一款功能强大的办公软件，它的实用性是很多人认可的，钉钉评分再低也不会下架，这是在这个特殊时期成了学生们的泄愤工具。[tv_思考]我感觉这次钉钉的宣传是真的很成功了，虽然做着视频求各位爸爸五星好评一次付清，但是这样一个局面[tv_笑哭]还挺难得的，全国人民都知道钉钉了，这一波一点也不亏。我一个不用钉钉的人都天天在b站刷钉钉视频了[tv_doge]钉钉加油	
超新鸽,38,冲这首歌，一星[热词系列_知识增加]	
winnie_pool,51,讲真钉钉地下的评论很可怕…一堆小学生喷子，有人给五星就上去问候对方全家，骂的贼脏[无语]真的是素质堪忧，心疼钉钉	
空军不打,34,"我翻译的[doge]
You listen to this beautiful ringtone
You see this interface full of design
The world is in chaos
Young men, let ’s kill everyone, everyone is my father

I know the teacher has to wash his hair, and I ’m bothering you!
I know you guys do n’t want to be so full during the holidays. It ’s hard for you!
But I don&#39;t want to involve teachers and you

The little heroes are doing well, and the five-star installment cannot afford
Find a job and hang out for one star
To name Sando, it&#39;s a swallow, please see
No regrets in this life

Young men, please give up your life
Everyone is my dad
I am still a five year old
But worked overtime to hair loss

The young men are losing
I can&#39;t help being selected
Stop staring again, otherwise I can only brush myself

Young men, please give up your life
Everyone is my dad
I am still a five year old
But worked overtime to hai	"
超级酷盖齐无舟J,76,刚刚去应用市场给钉钉刷了个五星，翻了下评论，只要是给钉钉好评的就会有几万踩，给钉钉一星的就有几万的赞，而且给好评的还会被疯狂屠评论区，似乎你不给一星你就是不正常的，只要你为钉钉说句公道话就会被扣上收了钱的帽子。我也在用钉钉上课，我知道大家会有怨气，但我没想到怨气会那么重，我一直只当这是一个玩笑的梗，但没想到评论区可以那么乌烟瘴气。都是学生，真的不懂钉钉是无辜的，错不在它这个app这个道理吗？突然感到悲哀。	
冷空呦,32,然后的钉钉发现当up主比开发软件更能赚钱……[doge]	
噶晨晨晨晨,38,建议千万别下架，自从你们都用钉钉上课后我的巅峰和排位之路顺畅多了，如果有100分??果断给100分	
东南风吹的叶子,41,5星好评，分期付款，利息每期多付你半星，一共五期，您看行吗？(=?ω?=)，我家本来就穷，存折里没有多少星星，还希望钉钉体谅。	
小龟爷爷,31,我也不想打一星啊，问题是[妙啊][妙啊]没有零星。	
boomerSpray,193,"告诉那么个小秘密，bilibili又出隐藏彩蛋了，连续赞16下，你会发现新大陆[滑稽]
温馨提示:点踩没用	"
随风而逝233,73,下次也不一钉，一定五星原本分5次给，现在分500次给大家说好不好啊[滑稽]	
塘下中学林教授,79,在?为什么助长现代教育死学风气?	
XR-夏之辰,40,为什么给一星？因为没有零星[doge][doge][doge]	
舰长女装上班,32,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
钉钉真实好用！一次付清了！不用谢！	"
Mandy爱吃锅巴,40,我们社畜用了这么久 还没说什么呢 一个个都还没尝过社会的毒打[阴险]	
五谷不分回萌萌,32,不行！我妈天天用你直播上课还不会整，我一个毕业的还得早起帮她整钉钉[大哭][大哭][大哭]我明明不用上课的啊为什么啊！	
姓花名钰源,26,哈哈哈哈好可爱，我立刻去给个五星好评[doge][doge]，反正我不用钉钉上网课[doge][doge]	
空痕半寂梦中梦,53,有了钉钉lz的作业翻了两倍 他妈的还因为作业和我妈吵了架  你毁了我的家庭	
李硕子,37,学生群体还真是挺好操控的，让刷一星的时候大家都疯狂刷一星，出来个公关视频，又疯狂改变风向，刷五星[笑哭][笑哭][笑哭]	
ebbhct918,25,钉钉主播素质不行，  让她跳个舞她都不跳，还问我哪个班的，真是笑死我了	
今天数学倒追我了吗,36,说实话挺生气的，初三党只想好好学习，几个月后就是中考，那些恶意刷一星的，如果钉钉真被搞了，你们替我们中考？你们爱学不学没人管，别出来搞事情[呆]	
尹子Mike,49,"1.钉钉是收费的，这次疫情阿里免费提供
2.钉钉属于办公软件，所以连麦接通打开摄像头很正常，
3.不愿意学习就别装模作样，真的不舒服就和老师说，恶意一星只能暴露你的素质低.
4.你们打一星有什么作用吗？国家能看到什么？这反映出这个软件有效监督了你们的学习，或许，将来大数据对学生造成的永久性压迫，将因你们的一星成为现实。	"
一只汤圆lkd,32,"唉～不得不说，钉钉…太厉害了
被选中我是真的不相信你们就一点办法都没有，在评分狠跌到1.3分的时候，在辣么多人同时用钉钉时，还有人有空去写歌求饶，去抖音催我们上网课，你们是真的心大到什么程度
说不是故意的，我都不信
说实话，这个软件一开始的功能我也了解了一下，就是上班族看视频会议在家办公的应用，是社畜的专用软件。上班族一般用的电脑配置是真的不低，不然一个bug黑屏之前写的就全作废了，所以平常的电脑就会非常卡，卡出电音真不夸张
所以在其他功能都还挺全的情况下，应用评分跌倒低谷，再一营销，就火了，利用大众的同情心和罪恶感
很厉害，很牛逼，说实话我如果平常一个视频应用卡出电音评分最多3星，不能再多了，但钉钉我给四颗星
（以上纯属开玩笑，求别喷）	"
银子师姐柳舞伶,27,曾几何时，我多希望你不是一只燕子，而是一只鸽子	
★旋铃,33,说真的、有好多打一星的真的是强烈要求别人跟自己打分一样…？而且使劲要求别人打五星的改为一星甚至人身攻击？打断腿给人家炖蝙蝠汤啥的真的恶意满满呢…。	
吐了个皮皮,23,逆子，你都要千万了[热词系列_知识增加]	
轮回owo,22,你要是把钉钉app的logo换成你现在的b站头像，我就给你五星[妙啊][妙啊][妙啊][doge][doge][doge]	
Union-Technology,29,"五马已晨装，
星躔应斗牛。
好鸟无遗音，
评文永不忘。
分题几共联，
期我梅花时。
付与何人折，
款曲陈此情。
[doge]	"
菲德尔丶卡斯特罗,26,"1流量造假
2大v洗白
3还自以为无辜
4资本家剥削工人剩余价值的工具
5水军肆虐
6洗就硬洗	"
zswwszd啊,21,其实吧，你这个软件挺好的。但是用暑假时间上寒假网课就让人很讨厌了，虽然这不是你的错，但我们学生又不敢在网课上哔哔赖赖，所以就只能拿你出气了	
厶氕-,38,仅仅是我的个人观点，求各位不喜勿喷[tv_点赞]虽然不知道有多少人能看见但我还是希望大家不要再一星好评辣[tv_流泪]我也是学生党，今年高一，刚开始听到要上网课我心里也很不舒服，但是大家静下心来仔细想想，如果没有疫情其实我们早就该上课了！如果让大家选择在学校上课和在家里上网课我觉得大部分人会选择后者。老师也是为了我们好鸭[tv_流泪]不想让我们掉队，想让我们考一个像样的分数，自己不喜欢这种上课方式可以跟老师家长多多沟通啊[tv_流泪]评论评星星你根据软件的性能评，又不是根据你假期过的好不好，愿不愿意上直播评的[tv_难过]我从来没有看见某某游戏软件下面有评论说它耽误了某某人的学习成绩等等类似的评论，学习终归是我们自己的事情[tv_可爱]。再说说官方吧，真的是史上最惨官方实锤了[tv_鼓掌]官方团队真的没有做什么对不起你们的事啊[tv_大哭]人家都上线那么久了你们也从来没发现有这么个宝藏软件[tv_笑哭]因为疫情的原因，各大企业经济上都受到了不小的冲击，你们再一拳一个一星真的对人家不太友好[tv_笑哭]人家为此还特意做了个视频真真说明官方团队已经很伤心很无能为力了[tv_流泪]都是为了生活呀[tv_流泪]钉钉也是，老师们也是，我们也是[tv_腼腆]做好一个软件可能要一个团队好几年的时间，我不希望仅仅因为这次疫情的原因就会点这么好的一个软件，其实大家说心里话，钉钉与其他网课软件相比真的很好了！同样都是上网课，我们用了最好的那个软件不也挺好吗[tv_点赞]总之就是一句话：大家五星好评一次付清吧！[爱心][爱心][爱心]（因为官方吉祥物小蝙蝠太可爱了！！！！！[妙啊]）（各位顶我上去好不好呜呜呜噫[酸了]	
小六夏初,28,↓疫情过去后钉钉的卸载量	
东野居士,20,1000W，有点东西	
叉叉酱香饼,20,你都1.9分了！人家隔壁学习通才1.3，你还要啥自行车啊[doge]	
锦城233,20,兄弟篇：av89206902[吃瓜]	
狗拳香织,23,最近网上老是有人问：钉钉是个什么东西。我打开电脑一查，这电脑没有联网。歪歪斜斜的每幕上都写着“钉钉”几个字，我横竖睡不着，仔细看了半夜，才从字缝里看出来，满屏上都写着两个字“吃人&#34;！	
邮递星星,23,三连可以，五星不行。	
41967440612_bili,18,我一边用钉钉上课一边分屏看这个[无语]	
PAIEX-STUDIO,19,[tv_doge]来人，鬼畜伺候	
-----小秀秀儿-----,18,"教科书级别的公关。但是还是需要钉钉拿出一些解决办法。比如连续使用45分钟提示休息，一日连续时间不超过8小时，保证学生和老师在家也能保持正常的教学节奏。
钉钉现在是绑架了学生假期，虽然不是本意，但是这锅，不该这么甩。
还有一种论调，不知道贵项目组看到没——社畜们苦钉钉久已，只不过要恰饭敢怒不敢言，学生们才不管那么多。bjj	"
