姓名,点赞数,评论内容,评论时间
自有星河,5,"┏━━━＼／━━━┓
┃┏━━━━━━┓┃
┃┃　 　　　　   ┃┃
┃┃ 奇怪的知识   ┃┃
┃I          增加了    ┃┃
┃┗━━━━━━┛┃
┗━∪━━━━∪━
／ イ                  (((ヽ
(　 ?　　　　 ￣Ｙ＼
|　(＼　                ｜    )
ヽ　ヽ` [热词系列_知识增加] _ノ    /
　＼ |　⌒Ｙ⌒　/  /
　 ｜ヽ   · ｜  ·  ? ／
　  ＼トー仝ーイ
　　 ｜ ミ土彡/
          ) \      °   /  
         (     \   y     \
         /       /ひ\ \    \
      /  /     /  P  \ \   \
      ( (    ).    牛    ) ).  )
     (      ).     逼   ( |    |
      |    /                \    |
    nn.  ).               (  nnm	",2020-02-22 15:03:55
屑宅,5,零丁洋里叹零丁[阴险][阴险]	,2020-02-22 13:26:20
寸心呦,5,"后来钉钉不再做软件，成为了一名优秀的up主?
鸽子???	",2020-02-22 11:52:21
岩永琴子官方老公,5,奇怪的视频又增加了[热词系列_知识增加]	,2020-02-21 21:30:13
卡洛琳-Channing,3,初 钉 未 来	,2020-08-13 09:25:24
伊莉莎official,3,一个钉妹换个五星，你不亏[滑稽]	,2020-08-13 08:39:36
顾瑾溪涵,3,"好好的官方孩子怎么就被逼成这样了呢
Hhhhhhhhhh[tv_笑哭][tv_笑哭]
原以为这学期不用下钉钉的
结果期末监考还是下了[tv_黑人问号]	",2020-06-28 13:12:45
艾滋病会给你带来伤害,3,甩什么歌？[滑稽][滑稽][滑稽]	,2020-06-19 09:30:48
Kagretz,3,我居然感觉声音好可爱啊啊啊啊啊啊啊	,2020-04-23 14:23:28
天天肝作业的瓜某,3,好可爱[doge]	,2020-04-19 00:28:25
爺嘚痌ィ尒鳪嬞,3,老师老说我记性差，我偏不信，你看这歌，我看一遍歌词都记住了	,2020-04-17 21:57:10
calicer,3,舌头还好吗[鼓掌][鼓掌]	,2020-04-17 15:40:20
九尾猫V-,3,...我睡觉前都是满脑子的钉钉钉，太魔性了吧[灵魂出窍]	,2020-04-14 09:36:42
玄鸟糖,3,看了好几遍才知道钉三多拿的是钉子[惊喜]我投敌了！！弟兄们！！！[热词系列_爱了爱了]	,2020-03-29 14:36:29
bili_51484359018,3,初钉未来？	,2020-03-28 20:05:34
wi1lbeGo0d,3,这是哪个up猪？播放量都是那么高？啊？是钉钉啊 那没事了[doge]	,2020-03-28 18:52:30
这名字是我的了hhh,3,"建议改成： 午   夜   凶   铃
五星分期翻倍[OK]	",2020-03-25 19:41:11
战略忽悠局张三分部,3,孩子疯了 救救孩子吧 它被五星分期刺激了 [doge]所以求你们不要五星分期了 建议你们五个人五星AA制一次付清[滑稽]救救孩子吧 求你们了（虽然它是个逆子）[滑稽]	,2020-03-25 10:47:18
卧卧卧卧槽弟,3,我把标题看成甩丁歌了[滑稽][滑稽]	,2020-03-18 09:54:01
笨蛋哥哥233,3,现在鬼畜区大佬居然是钉钉你敢信[囧][囧]	,2020-03-17 18:21:07
bili_000007,3,"钉钉怎么啦?
钉钉很好呀。
我们要靠它学习
学习使人进步
你们别喷了
妈妈再也不担心我的学习了
逼迫自己的时候到了	",2020-03-17 18:00:55
卡迪加,3,官方太拼了，为了5?，都要混到b战鬼畜区了[tv_笑哭]	,2020-03-11 21:54:31
我把知道的都告诉你,3,甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌甩丁歌	,2020-03-09 21:53:25
Miku?アルトリア,3,"明明是我先来的
为什么你比我还早到6级！
不过过两天我就和你平起平坐了
官方鬼畜，最为致命，鬼畜区仿佛收到了战书[doge]	",2020-03-06 17:11:54
爱吃醋的雪见,3,录音师是谁，我爱了！[大笑][大笑][大笑]	,2020-03-05 14:44:46
花木兰陵王招君,3,我居然觉得好可爱，不愧是全国数一数二的大集团，这公关应对方式太无敌了，强将手下无弱兵啊，哪怕我一个厌恶学习的学渣也对钉钉恨不起来	,2020-03-04 12:30:35
阿婆猪啊,3,我怀疑→_→b站鬼畜大佬被挖过去了	,2020-03-04 00:04:39
被风分裂,3,总有蝙蝠以为它是燕子[tv_doge]	,2020-03-02 17:31:21
diffole,3,很快日本就有有甩钉舞了，钉利路亚	,2020-03-02 12:16:10
绪方元行,3,人间迷惑行为：从钉钉出来在b站看钉钉[热词系列_知识增加]	,2020-03-01 18:40:52
自闭TV果酱糖,3,你是音乐区的吧[无语]这是我刷到的第几个你的音乐视频了…？[无语]	,2020-03-01 17:52:27
浮梦絮柳,3,这么快就6级了[笑哭][笑哭]	,2020-03-01 12:09:06
月枫伶晓,3,目不识钉。	,2020-03-01 09:53:19
上天吧,3,没啥想说的单纯想让钉钉倒闭，同意的顶我上去	,2020-02-29 20:49:46
一只南风出现了,3,"{\__/}?
( ? . ?)
/ &gt;??
你看到这个硬币了吗

{\__/}?
( ? - ?)?
??&lt; \?
吃了也不给你

{\__/}?
( ? . ?)
/ &gt;??
开玩笑啦给你给你

{\__/}?
( ? - ?)?
??&lt; \?
诶，我又抢回来啦
{\__/}?
( ? . ?)
/ &gt;??
给你啦给你啦不开玩笑辣?

{\__/}?
( ? - ?)?
??&lt; \?
诶，骗你的略略略

Σ(っ °Д °;)っ
诶诶你怎么哭辣

{\__/}?
( ? . ?)
/ &gt;??????
给你给你都给你	",2020-02-29 13:56:04
GUOJUNHUI_TOKU,3,虽然有点意思但是看见是钉钉官方差评(?｀?′?)つ	,2020-02-28 17:16:28
翎羽大人-基德雪兔Tesla,3,B站的钉钉官方运营团队真是神级团队。	,2020-02-26 17:29:59
栀子树下的誓言,3,二级官方真惨，要不是这次中小学生一起刷一星，你也不会被迫营业吧[吃瓜][2233娘_卖萌]	,2020-02-26 16:35:34
骄傲使我快乐,3,"★☆☆☆☆
知否[滑稽][滑稽]	",2020-02-26 13:09:06
ほんのりつらいな,3,害 怕[doge]	,2020-02-26 11:28:18
G高大太阳,3,你你别说，这个黑东西越看越可爱[doge]	,2020-02-26 10:27:27
某不正经的白井黑子,3,今年阿里巴巴公司是想进军百万up主吗[doge]	,2020-02-26 00:35:23
你勺不勺,3,好可爱awsl我去下载了给个五星好评[OK]（我们学校用小鑫作业hhh）	,2020-02-25 22:48:44
骑着蜗牛去看海ing,3,我突然感觉钉三多挺可爱的	,2020-02-25 22:20:11
Sandcoin,3,★☆☆☆☆	,2020-02-25 19:52:38
一万只皮卡丘-,3,"纵使被组团刷一星，钉钉这一波也是稳赚不赔的，因为制造钉钉的人们很明白，用不用它不是吐槽的人说了算，是老板/领导们说了算。纵使员工再不满，也无权在工作中拒绝老板使用钉钉的要求，所以也无碍这一软件的推广。相反这个舆情更是给它免费的广告，让更多的老板了解到了还有一个这么操蛋的工具——那还不赶紧用起来。真是绝佳的讽刺。
——大浪淘沙	",2020-02-25 15:26:34
好好学习_天天上网,3,不愧是钉钉，轻易就可以做到我们做不到的事情（指鬼畜自己）[doge]	,2020-02-25 12:47:07
逍遥-霂晨,3,up觉得很淦，已三连，交易成功[阴险]	,2020-02-25 07:28:00
晴宇Knight,3,我去，我要被这只沙雕燕子圈粉了[喜欢][喜欢]	,2020-02-25 04:13:18
羽鳞象,3,钉钉你不正常点，我害怕[doge][doge][doge]	,2020-02-25 02:41:52
-陌兮灬,3,"一说到钉钉，我就想起了我的老师[doge]
就是开始的时候
他想确认下有没有人看得到
就说
你们看得到我的钉钉吗
看得到吗
笑死我了	",2020-02-24 21:53:15
Mars轻语,3,以后你进修鬼畜区吧，然后音乐区，什么二胡唢呐琵琶都安排上[滑稽]	,2020-02-24 21:38:18
重工战螂,3,在，家校本崩了？[滑稽][滑稽][滑稽][滑稽]	,2020-02-24 16:53:17
套死它个猴子,3,是时候逼自己一下，一个赞我去写作业十分钟[滑稽]	,2020-02-24 14:18:14
孙容诚,3,喂，警察吗？有蝙蝠聚众跳舞，还唱歌	,2020-02-24 13:26:33
弗兰洛斯,3,反馈一下 钉钉进出太卡了，直播希望能开后台模式	,2020-02-24 12:35:38
胖丁的训练菌OvO,3,钉钉的主播素质真的差，我刷礼物让她跳个舞，她居然问我哪个班的还要开除我	,2020-02-24 10:01:23
比目鱼joe,3,这个小蝙蝠好可爱呀	,2020-02-24 09:36:07
一点不受团子君,3,觉得可爱的兄弟萌把害怕打在公屏上	,2020-02-24 09:08:59
萌单不单,3,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
五星一次付清[doge]	",2020-02-24 00:02:17
33学长,3,腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚腚	,2020-02-23 23:37:26
疾风易寒,3,视频涉.黄，举报了[doge]	,2020-02-23 22:57:53
喵AO哦,3,希望那些小学生好好上课，不要天天去钉钉的评论打差评，无缘无故的到处当键盘侠，就一句：你上课关钉钉什么事？[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]	,2020-02-23 21:33:07
12138VL,3,哦我亲爱的上帝啊，你看看这个可怜的钉钉啊。他一定是被可怜的孩子们刷一星了，如果上帝你看见也要去刷个一星	,2020-02-23 20:08:28
柯西不客气,3,有人到处放蝙蝠，举报了[吃瓜][吃瓜]	,2020-02-23 20:06:36
初洛不吃葱包子,3,在？啥时候整个千本钉[doge][doge][doge][doge]	,2020-02-23 19:50:01
筋斗漫天飞,3,钉三多要变虚拟歌鸡了？	,2020-02-23 19:37:13
终兮仲夕,3,只有卢姥爷的&#39;&#39;得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得得&#39;&#39;能与之媲美。	,2020-02-23 17:01:59
鬼灯月真,3,我本来也不想这样子的，但是我们西南交大要开始用钉钉上体育课了。。。	,2020-02-23 14:49:04
抓阄,3,钉钉终于发现做视频比做软件赚钱	,2020-02-23 12:29:28
冰糖福鹿,3,这孩子终于疯了【欣慰】【欣慰】	,2020-02-23 11:22:24
绝望小M,3,蝙蝠不知学生恨，隔江犹唱甩钉歌[妙啊]	,2020-02-23 08:23:54
南城哟_,3,不应该叫甩钉钉吗	,2020-02-23 07:59:37
风扣肉,3,好.....好可爱	,2020-02-23 07:56:40
腊月十四不是老腊肉,3,我觉得    钉钉这几天直接打开了一扇奇怪的大门	,2020-02-23 07:40:22
一只胖tabby,3,用五星分期会不会逼官方出更多歌呢？挺好听的[热词系列_知识增加]，是不是被直播软件耽误的歌曲公司？？？	,2020-02-23 07:33:27
御坂51700号,3,钉钉发现还是鬼畜赚钱于是成了一位鬼畜区up	,2020-02-23 07:30:29
嘲风吟,3,反正我是腾讯课堂，5星走起[tv_doge]	,2020-02-23 02:29:35
辰丷12138,3,妈呀疯了疯了可怜的五岁的娃呀[口罩][口罩][口罩]	,2020-02-22 21:54:39
王八冰,3,"?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
?☆☆☆☆
好了，五星给你[doge]	",2020-02-22 20:46:36
-Estate-,3,捅了燕子窝了[灵魂出窍]	,2020-02-22 20:25:05
东方富贵1,3,tmd，神软件，还特么打电话催，真智能，跟催命鬼一样	,2020-02-22 20:10:14
CX_LANCER,3,奇怪的一星评价增加了[热词系列_知识增加]	,2020-02-22 20:02:20
京剧猫墨紫宫主,3,官方大大，为什么不让原唱(初音未来)来唱	,2020-02-22 16:51:16
予道长,3,所以，钉钉是打算出道了吗？[doge]	,2020-02-22 14:51:58
守望者--星辰,3,做自己的鬼畜，让其他人无处可做	,2020-02-22 14:29:54
蓝木m,3,五星分期[呲牙]	,2020-02-22 14:20:51
整活老川异闻录,3,"不懂就问！
钉钉是音乐软件嘛？[捂眼][捂眼]	",2020-02-22 14:13:21
18505148023_bili,3,"十年后，一位社畜坐在工位上，身体微微颤抖
“嗯……嗯呃啊~不，不要了放过我吧”意外身着燕尾服的男子悄然出现在社畜的身后，“怎么，这样就受不了了”，社畜愤然叫出，“十年前，不就是因为上网课，给你打了一星嘛，你何必念念不忘至此！”，一只手挑起社畜的下巴，“只是打了一星？呵，当年为一场新冠病毒，被选为网课平台，你只是为了不上课，竟组队给我刷一星，我差点命都没了你居然说只是小事？”社畜“我当年才十几岁啊！”“我当年也才五岁啊！现在，呵呵，你永远也别想离开我”社畜被按在工位上，只见眼前页面上，钉一声，有多了一堆需要处理的工作，“不！——”
复制粘贴的	",2020-02-22 12:51:29
钟离老婆,3,★☆☆☆☆	,2020-02-22 12:28:06
同事袜子,3,《Ievan Polkka》（中文译名《甩葱歌》）是一首来自芬兰的波尔卡（Polka、Polkka）舞曲，是首都赫尔辛基的地方歌谣。民间主要流传且被大部分人承认的版本为日本虚拟歌姬初音未来翻唱的版本。[doge][doge]	,2020-02-22 10:50:46
Krieseris,3,你看那几只鸟像极了蝙蝠[滑稽][滑稽]	,2020-02-22 08:20:14
-银竹秋光-,3,阿里巴巴以及他旗下的官方都对鬼畜情有独钟[doge]	,2020-02-22 01:29:44
叶喵子秋,3,早上起床用这个做起床铃应该很有效果[滑稽]??	,2020-02-22 00:47:52
活鱼鱼儿,3,好听，多出点歌！！	,2020-02-21 23:59:05
夜卜神之使徒,3,我好害怕	,2020-02-21 21:20:40
FARPP,3,奇怪的蝙蝠出现了！[热词系列_我哭了]	,2020-02-21 21:19:47
雨后余冰,3,我以为我上课了	,2020-02-21 21:20:21
羽色喵,3,神奇的歌曲@_@	,2020-02-21 20:59:27
大狮子剑,3,不行了，整活强度太大了[tv_流鼻血]	,2020-02-21 20:58:07
最后的蒙古游牧,3,论要让一个企业类的up主成为鬼畜大明星需要几步？[doge][doge][doge][doge]	,2020-02-21 20:33:46
山屿归凉辰,3,哇，宝贝你来了，是你让我无法停下学习的脚步，是你让我能再次看到老师亲切的面庞，是你让我再次看到凌晨三点的月光，是你让我的心再次有了温度。。。好了感谢的话我就说到这里我还有练习册没有写呢[热词系列_吹爆]	,2020-02-21 20:10:02
怕是要拔刀了,7,这波啊 这波是求唱歌小姐姐露脸[doge]	,2020-02-21 20:45:44
看门人红美铃,4,恶心谁呢？以为这样就能让你回5星了？做梦吧	,2020-03-05 16:54:13
汉尼拔的深夜食堂,4,不是。弹幕为何如此恶毒。我寻思就是让你上个网课也没干啥丧尽天良的事啊。[2233娘_无言]	,2020-02-25 07:22:58
山南之水北,4,我要看唱歌的小姐姐～(￣▽￣～)~	,2020-02-21 21:02:10
贤师傅,4,"兄弟萌，
我觉得置顶的那个二级号刷屏了
我先举报了，你们随意[doge]	",2020-02-21 20:11:30
梦里怀安,4,"★☆☆☆☆（第一天）
★☆☆☆☆（第二天）
★☆☆☆☆（第三天）
★☆☆☆☆（第四天）
★☆☆☆☆（第五天）
分期付款	",2020-02-21 20:06:30
凉拌海蜇P皿P,8,钉钉钉[热词系列_知识增加]	,2020-02-21 20:02:45
钉钉_Xtreme,3,真怀念 一看到这个视频就瞬间回到那段时光了	,2020-11-14 11:26:03
男妈妈警告,2,yysy，这乌鸦还挺可爱	,2020-08-22 18:24:33
小浊几杯,2,二倍速进军欢乐颂，0.5倍速进军恐怖区	,2020-08-11 07:33:41
血宴-,2,钉钉为学校精心准备了【暑假居家安全打卡】，共同守护师生健康&gt;&gt;	,2020-07-13 12:27:55
纯黑叔,2,钉钉[tv_目瞪口呆]	,2020-07-11 21:02:37
XXL真理,2,330个钉，报告完毕	,2020-06-30 20:53:38
冷曦hxd,2,@钉钉DingTalk 快来看这个鬼畜好好笑[doge]	,2020-05-31 12:49:00
六硬币の里震,2,哈哈哈，要再见了，有缘再见	,2020-05-19 17:32:31
Littleuuuuu,2,弹幕这么多人不知道，说一哈好了，原唱不是miku	,2020-04-27 23:43:06
青青钟子期,2,老师老说我记性差，我偏不信，你看这歌，我看一遍歌词都记住了	,2020-04-17 18:19:52
